48	1950	UK
16	1983	UK		
214	1983	EEUU		
228	1983	EEUU		
440	1983	China		
459	1983	Spain		
495	1983	Italy		
3	1984	UK		
12	1984	UK		
95	1984	Germany		
176	1984	Germany		
246	1984	Mexico		
395	1984	Japan		
434	1984	Japan		
486	1984	Spain		
46	1985	UK		
72	1985	UK		
82	1985	UK		
126	1985	Germany		
134	1985	Germany		
148	1985	Germany		
154	1985	Germany		
178	1985	Germany		
277	1985	Mexico		
304	1985	Mexico		
310	1985	Mexico		
464	1985	Spain		
8	1986	UK		
141	1986	Germany		
222	1986	EEUU		
331	1986	France		
468	1986	Spain		
34	1987	UK		
159	1987	Germany		
299	1987	Mexico		
312	1987	Mexico		
418	1987	Japan		
427	1987	Japan		
65	1988	UK		
173	1988	Germany		
217	1988	EEUU		
245	1988	Mexico		
249	1988	Mexico		
466	1988	Spain		
478	1988	Spain		
27	1989	UK		
160	1989	Germany		
224	1989	EEUU		
296	1989	Mexico		
363	1989	Japan		
379	1989	Japan		
47	1990	UK		
68	1990	UK		
117	1990	Germany		
171	1990	Germany		
342	1990	France		
354	1990	Japan		
383	1990	Japan		
438	1990	Japan		
465	1990	Spain		
22	1991	UK		
69	1991	UK		
136	1991	Germany		
201	1991	EEUU		
252	1991	Mexico		
79	1992	UK		
93	1992	Germany		
261	1992	Mexico		
284	1992	Mexico		
335	1992	France		
428	1992	Japan		
431	1992	Japan		
442	1992	China		
471	1992	Spain		
492	1992	Italy		
14	1993	UK		
147	1993	Germany		
231	1993	EEUU		
260	1993	Mexico		
377	1993	Japan		
443	1993	China		
455	1993	China		
53	1994	UK		
97	1994	Germany		
111	1994	Germany		
220	1994	EEUU		
322	1994	France		
378	1994	Japan		
387	1994	Japan		
400	1994	Japan		
415	1994	Japan		
56	1995	UK		
57	1995	UK		
116	1995	Germany		
169	1995	Germany		
251	1995	Mexico		
17	1996	UK		
30	1996	UK		
60	1996	UK		
120	1996	Germany		
204	1996	EEUU		
226	1996	EEUU		
229	1996	EEUU		
394	1996	Japan		
397	1996	Japan		
444	1996	China		
42	1997	UK		
55	1997	UK		
104	1997	Germany		
122	1997	Germany		
225	1997	EEUU		
317	1997	Mexico		
325	1997	France		
336	1997	France		
370	1997	Japan		
101	1998	Germany		
132	1998	Germany		
179	1998	Germany		
233	1998	EEUU		
269	1998	Mexico		
272	1998	Mexico		
345	1998	France		
359	1998	Japan		
374	1998	Japan		
392	1998	Japan		
482	1998	Spain		
138	1999	Germany		
268	1999	Mexico		
291	1999	Mexico		
319	1999	Mexico		
327	1999	France		
168	2000	Germany		
186	2000	EEUU		
295	2000	Mexico		
398	2000	Japan		
421	2000	Japan		
424	2000	Japan		
137	2001	Germany		
250	2001	Mexico		
297	2001	Mexico		
303	2001	Mexico		
367	2001	Japan		
411	2001	Japan		
144	2002	Germany		
279	2002	Mexico		
453	2002	China		
461	2002	Spain		
40	2003	UK		
44	2003	UK		
80	2003	UK		
84	2003	UK		
92	2003	UK		
100	2003	Germany		
183	2003	EEUU		
353	2003	Japan		
74	2004	UK		
85	2004	UK		
129	2004	Germany		
191	2004	EEUU		
198	2004	EEUU		
280	2004	Mexico		
282	2004	Mexico		
306	2004	Mexico		
423	2004	Japan		
127	2005	Germany		
266	2005	Mexico		
375	2005	Japan		
405	2005	Japan		
449	2005	China		
485	2005	Spain		
94	2006	Germany		
153	2006	Germany		
196	2006	EEUU		
203	2006	EEUU		
270	2006	Mexico		
314	2006	Mexico		
326	2006	France		
408	2006	Japan		
460	2006	Spain		
41	2007	UK		
123	2007	Germany		
288	2007	Mexico		
311	2007	Mexico		
356	2007	Japan		
389	2007	Japan		
9	2008	UK		
202	2008	EEUU		
232	2008	EEUU		
235	2008	Mexico		
236	2008	Mexico		
360	2008	Japan		
412	2008	Japan		
488	2008	Spain		
33	2009	UK		
15	2009	Germany
348	2009	France		
385	2009	Japan		
419	2009	Japan
10	2009	Japan
1	2009	Japan
13	2009	Japan
